program,data_file,min_sup,run_time
apriori.py,data.txt,0.01,0.05229221697663888
apriori.py,data.txt,0.01,0.041117151034995914
apriori.py,data.txt,0.01,0.03998818900436163
rmtid_apriori.py,data.txt,0.01,0.04614839202258736
rmtid_apriori.py,data.txt,0.01,0.038658634992316365
rmtid_apriori.py,data.txt,0.01,0.04209915897808969
p_rmtid_apriori.py,data.txt,0.01,0.42127867304952815
p_rmtid_apriori.py,data.txt,0.01,0.4317989069968462
p_rmtid_apriori.py,data.txt,0.01,0.3984649839694612
apriori.py,data.txt,0.109,0.04292208299739286
apriori.py,data.txt,0.109,0.04705057496903464
apriori.py,data.txt,0.109,0.041199073020834476
rmtid_apriori.py,data.txt,0.109,0.04554593504872173
rmtid_apriori.py,data.txt,0.109,0.0412456130143255
rmtid_apriori.py,data.txt,0.109,0.04349808901315555
p_rmtid_apriori.py,data.txt,0.109,0.41837375797331333
p_rmtid_apriori.py,data.txt,0.109,0.40437213599216193
p_rmtid_apriori.py,data.txt,0.109,0.39252325805136934
apriori.py,data.txt,0.20800000000000002,0.04644032701617107
apriori.py,data.txt,0.20800000000000002,0.041430654004216194
apriori.py,data.txt,0.20800000000000002,0.04074046399910003
rmtid_apriori.py,data.txt,0.20800000000000002,0.052321262017358094
rmtid_apriori.py,data.txt,0.20800000000000002,0.06279105797875673
rmtid_apriori.py,data.txt,0.20800000000000002,0.05612060602288693
p_rmtid_apriori.py,data.txt,0.20800000000000002,0.43527642195113003
p_rmtid_apriori.py,data.txt,0.20800000000000002,0.422523410001304
p_rmtid_apriori.py,data.txt,0.20800000000000002,0.4161455539870076
apriori.py,data.txt,0.30700000000000005,0.0511758669745177
apriori.py,data.txt,0.30700000000000005,0.045854827971197665
apriori.py,data.txt,0.30700000000000005,0.04273305495735258
rmtid_apriori.py,data.txt,0.30700000000000005,0.05108030000701547
rmtid_apriori.py,data.txt,0.30700000000000005,0.0450486849877052
rmtid_apriori.py,data.txt,0.30700000000000005,0.04512804502155632
p_rmtid_apriori.py,data.txt,0.30700000000000005,0.30447097605792806
p_rmtid_apriori.py,data.txt,0.30700000000000005,0.2886791049968451
p_rmtid_apriori.py,data.txt,0.30700000000000005,0.3051472050137818
apriori.py,data.txt,0.406,0.05168254702584818
apriori.py,data.txt,0.406,0.043809785041958094
apriori.py,data.txt,0.406,0.04463832196779549
rmtid_apriori.py,data.txt,0.406,0.0507447860436514
rmtid_apriori.py,data.txt,0.406,0.05069872195599601
rmtid_apriori.py,data.txt,0.406,0.04906160000246018
p_rmtid_apriori.py,data.txt,0.406,0.31008874002145603
p_rmtid_apriori.py,data.txt,0.406,0.3070709449821152
p_rmtid_apriori.py,data.txt,0.406,0.3026612670510076
apriori.py,data.txt,0.505,0.06493827904341742
apriori.py,data.txt,0.505,0.052604869997594506
apriori.py,data.txt,0.505,0.050404555979184806
rmtid_apriori.py,data.txt,0.505,0.06350105901947245
rmtid_apriori.py,data.txt,0.505,0.05151579197263345
rmtid_apriori.py,data.txt,0.505,0.0522880670032464
p_rmtid_apriori.py,data.txt,0.505,0.1977802850306034
p_rmtid_apriori.py,data.txt,0.505,0.1748949209577404
p_rmtid_apriori.py,data.txt,0.505,0.181448207993526
apriori.py,data.txt,0.6040000000000001,0.04394385701743886
apriori.py,data.txt,0.6040000000000001,0.04631924896966666
apriori.py,data.txt,0.6040000000000001,0.03975892497692257
rmtid_apriori.py,data.txt,0.6040000000000001,0.04544076998718083
rmtid_apriori.py,data.txt,0.6040000000000001,0.03920112201012671
rmtid_apriori.py,data.txt,0.6040000000000001,0.043099617992993444
p_rmtid_apriori.py,data.txt,0.6040000000000001,0.18312459700973704
p_rmtid_apriori.py,data.txt,0.6040000000000001,0.18723856599535793
p_rmtid_apriori.py,data.txt,0.6040000000000001,0.18139128800248727
apriori.py,data.txt,0.7030000000000001,0.044103966967668384
apriori.py,data.txt,0.7030000000000001,0.045626568025909364
apriori.py,data.txt,0.7030000000000001,0.04314992297440767
rmtid_apriori.py,data.txt,0.7030000000000001,0.051324756001122296
rmtid_apriori.py,data.txt,0.7030000000000001,0.05025456001749262
rmtid_apriori.py,data.txt,0.7030000000000001,0.049859650956932455
p_rmtid_apriori.py,data.txt,0.7030000000000001,0.19851001701317728
p_rmtid_apriori.py,data.txt,0.7030000000000001,0.1814364969613962
p_rmtid_apriori.py,data.txt,0.7030000000000001,0.18751139304367825
apriori.py,data.txt,0.802,0.04407535999780521
apriori.py,data.txt,0.802,0.045159532979596406
apriori.py,data.txt,0.802,0.0375498830107972
rmtid_apriori.py,data.txt,0.802,0.04596129903802648
rmtid_apriori.py,data.txt,0.802,0.05541752802673727
rmtid_apriori.py,data.txt,0.802,0.045324277016334236
p_rmtid_apriori.py,data.txt,0.802,0.06041405501309782
p_rmtid_apriori.py,data.txt,0.802,0.05600682203657925
p_rmtid_apriori.py,data.txt,0.802,0.056266092986334115
apriori.py,data.txt,0.901,0.05162840394768864
apriori.py,data.txt,0.901,0.04063649399904534
apriori.py,data.txt,0.901,0.04185317602241412
rmtid_apriori.py,data.txt,0.901,0.042226678982842714
rmtid_apriori.py,data.txt,0.901,0.03937575197778642
rmtid_apriori.py,data.txt,0.901,0.04204435902647674
p_rmtid_apriori.py,data.txt,0.901,0.0633343699737452
p_rmtid_apriori.py,data.txt,0.901,0.05301042803330347
p_rmtid_apriori.py,data.txt,0.901,0.061397330020554364
apriori.py,1k5L.txt,0.01,1.7067926960298792
apriori.py,1k5L.txt,0.01,1.774933140957728
apriori.py,1k5L.txt,0.01,1.5678162869880907
rmtid_apriori.py,1k5L.txt,0.01,1.7984689350123517
rmtid_apriori.py,1k5L.txt,0.01,1.9886749589932151
rmtid_apriori.py,1k5L.txt,0.01,1.8518729669740424
p_rmtid_apriori.py,1k5L.txt,0.01,1.5705122610088438
p_rmtid_apriori.py,1k5L.txt,0.01,1.7336054340121336
p_rmtid_apriori.py,1k5L.txt,0.01,1.5458507330040447
apriori.py,1k5L.txt,0.059000000000000004,0.08644663903396577
apriori.py,1k5L.txt,0.059000000000000004,0.08038770197890699
apriori.py,1k5L.txt,0.059000000000000004,0.07678990700514987
rmtid_apriori.py,1k5L.txt,0.059000000000000004,0.07873097900301218
rmtid_apriori.py,1k5L.txt,0.059000000000000004,0.07773877598810941
rmtid_apriori.py,1k5L.txt,0.059000000000000004,0.08527909900294617
p_rmtid_apriori.py,1k5L.txt,0.059000000000000004,0.10022746596951038
p_rmtid_apriori.py,1k5L.txt,0.059000000000000004,0.10971420799614862
p_rmtid_apriori.py,1k5L.txt,0.059000000000000004,0.09278359601739794
apriori.py,1k5L.txt,0.108,0.08284883201122284
apriori.py,1k5L.txt,0.108,0.08880182699067518
apriori.py,1k5L.txt,0.108,0.07987925299676135
rmtid_apriori.py,1k5L.txt,0.108,0.09238742501474917
rmtid_apriori.py,1k5L.txt,0.108,0.08553609997034073
rmtid_apriori.py,1k5L.txt,0.108,0.08258904499234632
p_rmtid_apriori.py,1k5L.txt,0.108,0.10007125296397135
p_rmtid_apriori.py,1k5L.txt,0.108,0.09588033799082041
p_rmtid_apriori.py,1k5L.txt,0.108,0.08881747798295692
apriori.py,1k5L.txt,0.15700000000000003,0.0896314550191164
apriori.py,1k5L.txt,0.15700000000000003,0.08897161803906783
apriori.py,1k5L.txt,0.15700000000000003,0.09851478901691735
rmtid_apriori.py,1k5L.txt,0.15700000000000003,0.084525701997336
rmtid_apriori.py,1k5L.txt,0.15700000000000003,0.08105863397940993
rmtid_apriori.py,1k5L.txt,0.15700000000000003,0.07935625099344179
p_rmtid_apriori.py,1k5L.txt,0.15700000000000003,0.1052910319995135
p_rmtid_apriori.py,1k5L.txt,0.15700000000000003,0.09867056604707614
p_rmtid_apriori.py,1k5L.txt,0.15700000000000003,0.09821032203035429
apriori.py,1k5L.txt,0.20600000000000002,0.0872327730176039
apriori.py,1k5L.txt,0.20600000000000002,0.08915560401510447
apriori.py,1k5L.txt,0.20600000000000002,0.0904157420154661
rmtid_apriori.py,1k5L.txt,0.20600000000000002,0.09845856903120875
rmtid_apriori.py,1k5L.txt,0.20600000000000002,0.08445438800845295
rmtid_apriori.py,1k5L.txt,0.20600000000000002,0.08470475900685415
p_rmtid_apriori.py,1k5L.txt,0.20600000000000002,0.10058548697270453
p_rmtid_apriori.py,1k5L.txt,0.20600000000000002,0.10671702399849892
p_rmtid_apriori.py,1k5L.txt,0.20600000000000002,0.11287969496333972
apriori.py,1k5L.txt,0.255,0.09783008397789672
apriori.py,1k5L.txt,0.255,0.08336343400878832
apriori.py,1k5L.txt,0.255,0.08310757501749322
rmtid_apriori.py,1k5L.txt,0.255,0.08032532001379877
rmtid_apriori.py,1k5L.txt,0.255,0.0810963079566136
rmtid_apriori.py,1k5L.txt,0.255,0.08125731302425265
p_rmtid_apriori.py,1k5L.txt,0.255,0.09896184800891206
p_rmtid_apriori.py,1k5L.txt,0.255,0.10234760999446735
p_rmtid_apriori.py,1k5L.txt,0.255,0.09430292499018833
apriori.py,1k5L.txt,0.30400000000000005,0.07907266402617097
apriori.py,1k5L.txt,0.30400000000000005,0.07419187197228894
apriori.py,1k5L.txt,0.30400000000000005,0.08703171298839152
rmtid_apriori.py,1k5L.txt,0.30400000000000005,0.09425495797768235
rmtid_apriori.py,1k5L.txt,0.30400000000000005,0.1682795180240646
rmtid_apriori.py,1k5L.txt,0.30400000000000005,0.08953873201971874
p_rmtid_apriori.py,1k5L.txt,0.30400000000000005,0.0945340659818612
p_rmtid_apriori.py,1k5L.txt,0.30400000000000005,0.09778975299559534
p_rmtid_apriori.py,1k5L.txt,0.30400000000000005,0.1000490469741635
apriori.py,1k5L.txt,0.35300000000000004,0.08343091001734138
apriori.py,1k5L.txt,0.35300000000000004,0.07720764295663685
apriori.py,1k5L.txt,0.35300000000000004,0.07725651899818331
rmtid_apriori.py,1k5L.txt,0.35300000000000004,0.1076975460164249
rmtid_apriori.py,1k5L.txt,0.35300000000000004,0.11915375397074968
rmtid_apriori.py,1k5L.txt,0.35300000000000004,0.08526896999683231
p_rmtid_apriori.py,1k5L.txt,0.35300000000000004,0.13507029903121293
p_rmtid_apriori.py,1k5L.txt,0.35300000000000004,0.10094588197534904
p_rmtid_apriori.py,1k5L.txt,0.35300000000000004,0.09465931297745556
apriori.py,1k5L.txt,0.402,0.09087111800909042
apriori.py,1k5L.txt,0.402,0.08873718802351505
apriori.py,1k5L.txt,0.402,0.09019209904363379
rmtid_apriori.py,1k5L.txt,0.402,0.12701706000370905
rmtid_apriori.py,1k5L.txt,0.402,0.11092016601469368
rmtid_apriori.py,1k5L.txt,0.402,0.08570062497165054
p_rmtid_apriori.py,1k5L.txt,0.402,0.10601112002041191
p_rmtid_apriori.py,1k5L.txt,0.402,0.11317359999520704
p_rmtid_apriori.py,1k5L.txt,0.402,0.10278843296691775
apriori.py,1k5L.txt,0.451,0.08630212303251028
apriori.py,1k5L.txt,0.451,0.08131418697303161
apriori.py,1k5L.txt,0.451,0.08243238303111866
rmtid_apriori.py,1k5L.txt,0.451,0.08906262397067621
rmtid_apriori.py,1k5L.txt,0.451,0.07777858799090609
rmtid_apriori.py,1k5L.txt,0.451,0.0868540049996227
p_rmtid_apriori.py,1k5L.txt,0.451,0.10290926101151854
p_rmtid_apriori.py,1k5L.txt,0.451,0.09718740702373907
p_rmtid_apriori.py,1k5L.txt,0.451,0.10342839203076437
apriori.py,t25i10d10k.txt,0.01,215.71530851896387
apriori.py,t25i10d10k.txt,0.01,207.9946286570048
apriori.py,t25i10d10k.txt,0.01,202.88153018598678
rmtid_apriori.py,t25i10d10k.txt,0.01,205.93906020000577
rmtid_apriori.py,t25i10d10k.txt,0.01,208.668186365976
rmtid_apriori.py,t25i10d10k.txt,0.01,208.76049432501895
p_rmtid_apriori.py,t25i10d10k.txt,0.01,119.50080520100892
p_rmtid_apriori.py,t25i10d10k.txt,0.01,121.63477193302242
p_rmtid_apriori.py,t25i10d10k.txt,0.01,122.50301007501548
apriori.py,t25i10d10k.txt,0.019000000000000003,81.39818260801258
apriori.py,t25i10d10k.txt,0.019000000000000003,78.13122261798708
apriori.py,t25i10d10k.txt,0.019000000000000003,80.69410341599723
rmtid_apriori.py,t25i10d10k.txt,0.019000000000000003,81.03429136401974
rmtid_apriori.py,t25i10d10k.txt,0.019000000000000003,81.54862173495349
rmtid_apriori.py,t25i10d10k.txt,0.019000000000000003,82.93628545000684
p_rmtid_apriori.py,t25i10d10k.txt,0.019000000000000003,48.91430970601505
p_rmtid_apriori.py,t25i10d10k.txt,0.019000000000000003,51.189316809992306
p_rmtid_apriori.py,t25i10d10k.txt,0.019000000000000003,53.64372829900822
apriori.py,t25i10d10k.txt,0.028000000000000004,38.859895643021446
apriori.py,t25i10d10k.txt,0.028000000000000004,38.75333601195598
apriori.py,t25i10d10k.txt,0.028000000000000004,38.08566181501374
rmtid_apriori.py,t25i10d10k.txt,0.028000000000000004,40.921601000998635
rmtid_apriori.py,t25i10d10k.txt,0.028000000000000004,40.62868997402256
rmtid_apriori.py,t25i10d10k.txt,0.028000000000000004,40.457874149957206
p_rmtid_apriori.py,t25i10d10k.txt,0.028000000000000004,23.894260286004283
p_rmtid_apriori.py,t25i10d10k.txt,0.028000000000000004,24.420970875013154
p_rmtid_apriori.py,t25i10d10k.txt,0.028000000000000004,23.455824956996366
apriori.py,t25i10d10k.txt,0.03700000000000001,18.616181139019318
apriori.py,t25i10d10k.txt,0.03700000000000001,17.91761995694833
apriori.py,t25i10d10k.txt,0.03700000000000001,17.637445489002857
rmtid_apriori.py,t25i10d10k.txt,0.03700000000000001,19.918666396988556
rmtid_apriori.py,t25i10d10k.txt,0.03700000000000001,20.723914798989426
rmtid_apriori.py,t25i10d10k.txt,0.03700000000000001,20.724354943959042
p_rmtid_apriori.py,t25i10d10k.txt,0.03700000000000001,12.145718572020996
p_rmtid_apriori.py,t25i10d10k.txt,0.03700000000000001,12.534963553014677
p_rmtid_apriori.py,t25i10d10k.txt,0.03700000000000001,12.921209792955779
apriori.py,t25i10d10k.txt,0.04600000000000001,9.968691556015983
apriori.py,t25i10d10k.txt,0.04600000000000001,10.585686140984762
apriori.py,t25i10d10k.txt,0.04600000000000001,10.758491471002344
rmtid_apriori.py,t25i10d10k.txt,0.04600000000000001,11.838049400947057
rmtid_apriori.py,t25i10d10k.txt,0.04600000000000001,11.15112523001153
rmtid_apriori.py,t25i10d10k.txt,0.04600000000000001,11.38522194698453
p_rmtid_apriori.py,t25i10d10k.txt,0.04600000000000001,7.62162728299154
p_rmtid_apriori.py,t25i10d10k.txt,0.04600000000000001,7.652550105005503
p_rmtid_apriori.py,t25i10d10k.txt,0.04600000000000001,7.084139074024279
apriori.py,t25i10d10k.txt,0.055000000000000014,5.053523914946709
apriori.py,t25i10d10k.txt,0.055000000000000014,5.1097607869887725
apriori.py,t25i10d10k.txt,0.055000000000000014,5.1655174840125255
rmtid_apriori.py,t25i10d10k.txt,0.055000000000000014,6.267048327019438
rmtid_apriori.py,t25i10d10k.txt,0.055000000000000014,5.591096747026313
rmtid_apriori.py,t25i10d10k.txt,0.055000000000000014,5.829666403995361
p_rmtid_apriori.py,t25i10d10k.txt,0.055000000000000014,4.039583842037246
p_rmtid_apriori.py,t25i10d10k.txt,0.055000000000000014,3.9129771300358698
p_rmtid_apriori.py,t25i10d10k.txt,0.055000000000000014,3.993988372036256
apriori.py,t25i10d10k.txt,0.06400000000000002,2.7875369519460946
apriori.py,t25i10d10k.txt,0.06400000000000002,2.81076555600157
apriori.py,t25i10d10k.txt,0.06400000000000002,2.7699972219998017
rmtid_apriori.py,t25i10d10k.txt,0.06400000000000002,3.341000129992608
rmtid_apriori.py,t25i10d10k.txt,0.06400000000000002,3.29198516899487
rmtid_apriori.py,t25i10d10k.txt,0.06400000000000002,3.172196827013977
p_rmtid_apriori.py,t25i10d10k.txt,0.06400000000000002,2.4003520590486005
p_rmtid_apriori.py,t25i10d10k.txt,0.06400000000000002,2.690310949983541
p_rmtid_apriori.py,t25i10d10k.txt,0.06400000000000002,2.3008445849991404
apriori.py,t25i10d10k.txt,0.07300000000000001,1.5754686169675551
apriori.py,t25i10d10k.txt,0.07300000000000001,1.6027710050111637
apriori.py,t25i10d10k.txt,0.07300000000000001,1.5798204930033535
rmtid_apriori.py,t25i10d10k.txt,0.07300000000000001,2.124147237977013
rmtid_apriori.py,t25i10d10k.txt,0.07300000000000001,2.1412154100253247
rmtid_apriori.py,t25i10d10k.txt,0.07300000000000001,2.093823189032264
p_rmtid_apriori.py,t25i10d10k.txt,0.07300000000000001,1.4536873119650409
p_rmtid_apriori.py,t25i10d10k.txt,0.07300000000000001,1.5935177680221386
p_rmtid_apriori.py,t25i10d10k.txt,0.07300000000000001,1.444678112049587
apriori.py,t25i10d10k.txt,0.08200000000000002,1.0917141109821387
apriori.py,t25i10d10k.txt,0.08200000000000002,1.112467301019933
apriori.py,t25i10d10k.txt,0.08200000000000002,1.1148597130086273
rmtid_apriori.py,t25i10d10k.txt,0.08200000000000002,1.6611260150093585
rmtid_apriori.py,t25i10d10k.txt,0.08200000000000002,1.630618843017146
rmtid_apriori.py,t25i10d10k.txt,0.08200000000000002,1.6349713749950752
p_rmtid_apriori.py,t25i10d10k.txt,0.08200000000000002,1.3049954550224356
p_rmtid_apriori.py,t25i10d10k.txt,0.08200000000000002,1.2946743759675883
p_rmtid_apriori.py,t25i10d10k.txt,0.08200000000000002,1.2037971729878336
apriori.py,t25i10d10k.txt,0.09100000000000003,0.9382797259604558
apriori.py,t25i10d10k.txt,0.09100000000000003,0.9252126389765181
apriori.py,t25i10d10k.txt,0.09100000000000003,0.9354238969972357
rmtid_apriori.py,t25i10d10k.txt,0.09100000000000003,1.7170670329942368
rmtid_apriori.py,t25i10d10k.txt,0.09100000000000003,1.4374306530226022
rmtid_apriori.py,t25i10d10k.txt,0.09100000000000003,1.445784282987006
p_rmtid_apriori.py,t25i10d10k.txt,0.09100000000000003,1.0696158060454763
p_rmtid_apriori.py,t25i10d10k.txt,0.09100000000000003,1.1719436540151946
p_rmtid_apriori.py,t25i10d10k.txt,0.09100000000000003,1.1064734309911728
apriori.py,retail.txt,0.3,45.300412156037055
apriori.py,retail.txt,0.3,45.22201373602729
apriori.py,retail.txt,0.3,44.31681489100447
rmtid_apriori.py,retail.txt,0.3,58.8327143350034
rmtid_apriori.py,retail.txt,0.3,70.01560285198502
rmtid_apriori.py,retail.txt,0.3,63.79648030601675
p_rmtid_apriori.py,retail.txt,0.3,68.02445031702518
p_rmtid_apriori.py,retail.txt,0.3,60.30402502900688
p_rmtid_apriori.py,retail.txt,0.3,65.46107356902212
apriori.py,retail.txt,0.32,48.16018752095988
apriori.py,retail.txt,0.32,48.91939483897295
apriori.py,retail.txt,0.32,49.59304412698839
rmtid_apriori.py,retail.txt,0.32,76.39482679398498
rmtid_apriori.py,retail.txt,0.32,68.61770272802096
rmtid_apriori.py,retail.txt,0.32,58.987974853022024
p_rmtid_apriori.py,retail.txt,0.32,55.18537867395207
p_rmtid_apriori.py,retail.txt,0.32,54.608168123988435
p_rmtid_apriori.py,retail.txt,0.32,53.57970552804181
apriori.py,retail.txt,0.34,45.320586882997304
apriori.py,retail.txt,0.34,45.95073472900549
apriori.py,retail.txt,0.34,48.39016776898643
rmtid_apriori.py,retail.txt,0.34,58.70053800701862
rmtid_apriori.py,retail.txt,0.34,62.426279928011354
rmtid_apriori.py,retail.txt,0.34,63.311003100010566
p_rmtid_apriori.py,retail.txt,0.34,58.86300905095413
p_rmtid_apriori.py,retail.txt,0.34,52.91905421100091
p_rmtid_apriori.py,retail.txt,0.34,64.72814542800188
apriori.py,retail.txt,0.36000000000000004,54.111208332993556
apriori.py,retail.txt,0.36000000000000004,59.19870757404715
apriori.py,retail.txt,0.36000000000000004,43.62304054899141
rmtid_apriori.py,retail.txt,0.36000000000000004,61.331849840004
rmtid_apriori.py,retail.txt,0.36000000000000004,56.07419241103344
rmtid_apriori.py,retail.txt,0.36000000000000004,59.27339149505133
p_rmtid_apriori.py,retail.txt,0.36000000000000004,53.82484725996619
p_rmtid_apriori.py,retail.txt,0.36000000000000004,52.353647887997795
p_rmtid_apriori.py,retail.txt,0.36000000000000004,51.505647739977576
apriori.py,retail.txt,0.38000000000000006,44.40873936202843
apriori.py,retail.txt,0.38000000000000006,49.99644435400842
apriori.py,retail.txt,0.38000000000000006,44.341538799984846
rmtid_apriori.py,retail.txt,0.38000000000000006,56.57028064999031
rmtid_apriori.py,retail.txt,0.38000000000000006,52.54225848300848
rmtid_apriori.py,retail.txt,0.38000000000000006,53.871612676011864
p_rmtid_apriori.py,retail.txt,0.38000000000000006,52.03019088396104
p_rmtid_apriori.py,retail.txt,0.38000000000000006,52.08546850597486
p_rmtid_apriori.py,retail.txt,0.38000000000000006,51.024930445011705
apriori.py,retail.txt,0.4000000000000001,45.085358429991174
apriori.py,retail.txt,0.4000000000000001,43.74522736098152
apriori.py,retail.txt,0.4000000000000001,43.07735762599623
rmtid_apriori.py,retail.txt,0.4000000000000001,53.514528436004184
rmtid_apriori.py,retail.txt,0.4000000000000001,60.09137502696831
rmtid_apriori.py,retail.txt,0.4000000000000001,63.286083431972656
p_rmtid_apriori.py,retail.txt,0.4000000000000001,55.48215868603438
p_rmtid_apriori.py,retail.txt,0.4000000000000001,53.98719674895983
p_rmtid_apriori.py,retail.txt,0.4000000000000001,56.46321124205133
apriori.py,retail.txt,0.4200000000000001,44.5354241830064
apriori.py,retail.txt,0.4200000000000001,44.86606354499236
apriori.py,retail.txt,0.4200000000000001,47.4054155239719
rmtid_apriori.py,retail.txt,0.4200000000000001,55.61324733699439
rmtid_apriori.py,retail.txt,0.4200000000000001,54.86146282101981
rmtid_apriori.py,retail.txt,0.4200000000000001,54.60384553804761
p_rmtid_apriori.py,retail.txt,0.4200000000000001,55.59064491401659
p_rmtid_apriori.py,retail.txt,0.4200000000000001,54.92582008900354
p_rmtid_apriori.py,retail.txt,0.4200000000000001,53.44232682295842
apriori.py,retail.txt,0.4400000000000001,43.995935468003154
apriori.py,retail.txt,0.4400000000000001,44.418050579028204
apriori.py,retail.txt,0.4400000000000001,46.875040409038775
rmtid_apriori.py,retail.txt,0.4400000000000001,55.94895536900731
rmtid_apriori.py,retail.txt,0.4400000000000001,55.17940911400365
rmtid_apriori.py,retail.txt,0.4400000000000001,56.57182815700071
p_rmtid_apriori.py,retail.txt,0.4400000000000001,53.50574477302143
p_rmtid_apriori.py,retail.txt,0.4400000000000001,53.40316300699487
p_rmtid_apriori.py,retail.txt,0.4400000000000001,54.43697430199245
apriori.py,retail.txt,0.46000000000000013,44.47907880903222
apriori.py,retail.txt,0.46000000000000013,47.41126650199294
apriori.py,retail.txt,0.46000000000000013,44.491449828026816
rmtid_apriori.py,retail.txt,0.46000000000000013,54.52235628501512
rmtid_apriori.py,retail.txt,0.46000000000000013,57.60362699604593
rmtid_apriori.py,retail.txt,0.46000000000000013,53.624544026039075
p_rmtid_apriori.py,retail.txt,0.46000000000000013,50.747407540038694
p_rmtid_apriori.py,retail.txt,0.46000000000000013,52.109780099010095
p_rmtid_apriori.py,retail.txt,0.46000000000000013,52.006588021002244
apriori.py,retail.txt,0.48000000000000015,45.20340313704219
apriori.py,retail.txt,0.48000000000000015,42.98386338399723
apriori.py,retail.txt,0.48000000000000015,43.680073640018236
rmtid_apriori.py,retail.txt,0.48000000000000015,47.70481488201767
rmtid_apriori.py,retail.txt,0.48000000000000015,50.49802939599613
rmtid_apriori.py,retail.txt,0.48000000000000015,50.16035997797735
p_rmtid_apriori.py,retail.txt,0.48000000000000015,47.95524173299782
p_rmtid_apriori.py,retail.txt,0.48000000000000015,47.80191725899931
p_rmtid_apriori.py,retail.txt,0.48000000000000015,49.651531252020504
apriori.py,connect.txt,0.9,2285.700794516015
apriori.py,connect.txt,0.9,2301.5472119200276
apriori.py,connect.txt,0.9,2427.1073986919946
p_rmtid_apriori.py,connect.txt,0.9900000000000001,12.491419358999337
p_rmtid_apriori.py,connect.txt,0.9900000000000001,12.145559029000651
p_rmtid_apriori.py,connect.txt,0.9900000000000001,12.345713431999684
rmtid_apriori.py,connect.txt,0.9900000000000001,21.0311189310014
rmtid_apriori.py,connect.txt,0.9900000000000001,21.37315269300052
rmtid_apriori.py,connect.txt,0.9900000000000001,19.698336523999387
apriori.py,connect.txt,0.9900000000000001,9.285025592000238
apriori.py,connect.txt,0.9900000000000001,9.210559857001499
apriori.py,connect.txt,0.9900000000000001,10.668582119998973
p_rmtid_apriori.py,connect.txt,0.9800000000000001,16.819542720000754
p_rmtid_apriori.py,connect.txt,0.9800000000000001,16.916971099000875
p_rmtid_apriori.py,connect.txt,0.9800000000000001,17.361403414999586
rmtid_apriori.py,connect.txt,0.9800000000000001,39.27447182200012
rmtid_apriori.py,connect.txt,0.9800000000000001,36.83142568999938
rmtid_apriori.py,connect.txt,0.9800000000000001,35.779702096999245
apriori.py,connect.txt,0.9800000000000001,18.862638865000918
apriori.py,connect.txt,0.9800000000000001,19.426546062999478
apriori.py,connect.txt,0.9800000000000001,18.85929693199978
p_rmtid_apriori.py,connect.txt,0.9700000000000001,21.54379862999849
p_rmtid_apriori.py,connect.txt,0.9700000000000001,21.458077272000082
p_rmtid_apriori.py,connect.txt,0.9700000000000001,22.44011136500012
rmtid_apriori.py,connect.txt,0.9700000000000001,53.90791845599961
rmtid_apriori.py,connect.txt,0.9700000000000001,50.803390286999274
rmtid_apriori.py,connect.txt,0.9700000000000001,51.00374456899954
apriori.py,connect.txt,0.9700000000000001,30.17829165100011
apriori.py,connect.txt,0.9700000000000001,31.164630000001125
apriori.py,connect.txt,0.9700000000000001,31.325447395000083
